模块名,类名,方法名,函数,类型,SysCap,权限,支持起始版本,访问级别,是否为卡片,是否支持跨平台
ohos.pasteboard,SystemPasteboard,setAppShareOptions,setAppShareOptions(shareOptions: ShareOption): void;,Method,SystemCapability.MiscServices.Pasteboard,ohos.permission.MANAGE_PASTEBOARD_APP_SHARE_OPTION,14,,否,否
ohos.pasteboard,SystemPasteboard,removeAppShareOptions,removeAppShareOptions(): void;,Method,SystemCapability.MiscServices.Pasteboard,ohos.permission.MANAGE_PASTEBOARD_APP_SHARE_OPTION,14,,否,否
ohos.pasteboard,SystemPasteboard,getDataWithProgress,getDataWithProgress(params: GetDataParams): Promise<PasteData>;,Method,SystemCapability.MiscServices.Pasteboard,ohos.permission.READ_PASTEBOARD,15,,否,否
ohos.power,power,shutdown,function shutdown(reason: string): void;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.REBOOT,7,,否,否
ohos.power,power,rebootDevice,function rebootDevice(reason: string): void;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.REBOOT,7,,否,否
ohos.power,power,reboot,function reboot(reason: string): void;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.REBOOT,9,,否,否
ohos.power,power,setPowerMode,"function setPowerMode(mode: DevicePowerMode, callback: AsyncCallback<void>): void;",Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.POWER_OPTIMIZATION,9,,否,否
ohos.power,power,setPowerMode,function setPowerMode(mode: DevicePowerMode): Promise<void>;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.POWER_OPTIMIZATION,9,,否,否
ohos.print,PrintDocumentAdapter,onStartLayoutWrite,"onStartLayoutWrite(jobId: string, oldAttrs: PrintAttributes, newAttrs: PrintAttributes, fd: number,
                       writeResultCallback: (jobId: string, writeResult: PrintFileCreationState) => void): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,11,,否,否
ohos.print,PrintDocumentAdapter,onJobStateChanged,"onJobStateChanged(jobId: string, state: PrintDocumentAdapterState): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,11,,否,否
ohos.print,print,print,"function print(files: Array<string>, callback: AsyncCallback<PrintTask>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,10,,否,否
ohos.print,print,print,function print(files: Array<string>): Promise<PrintTask>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,10,,否,否
ohos.print,print,print,"function print(files: Array<string>, context: Context, callback: AsyncCallback<PrintTask>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,11,,否,否
ohos.print,print,print,"function print(files: Array<string>, context: Context): Promise<PrintTask>;",Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,11,,否,否
ohos.print,print,print,"function print(jobName: string, printAdapter: PrintDocumentAdapter, printAttributes: PrintAttributes,
                 context: Context): Promise<PrintTask>;",Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,11,,否,否
ohos.print,print,queryAllPrinterExtensionInfos,function queryAllPrinterExtensionInfos(callback: AsyncCallback<Array<PrinterExtensionInfo>>): void;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,queryAllPrinterExtensionInfos,function queryAllPrinterExtensionInfos(): Promise<Array<PrinterExtensionInfo>>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,startDiscoverPrinter,"function startDiscoverPrinter(extensionList: Array<string>, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,startDiscoverPrinter,function startDiscoverPrinter(extensionList: Array<string>): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,stopDiscoverPrinter,function stopDiscoverPrinter(callback: AsyncCallback<void>): void;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,stopDiscoverPrinter,function stopDiscoverPrinter(): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,connectPrinter,"function connectPrinter(printerId: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,connectPrinter,function connectPrinter(printerId: string): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,disconnectPrinter,"function disconnectPrinter(printerId: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,disconnectPrinter,function disconnectPrinter(printerId: string): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,queryPrinterCapability,"function queryPrinterCapability(printerId: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,queryPrinterCapability,function queryPrinterCapability(printerId: string): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,startPrintJob,"function startPrintJob(jobInfo: PrintJob, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,startPrintJob,function startPrintJob(jobInfo: PrintJob): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,cancelPrintJob,"function cancelPrintJob(jobId: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,cancelPrintJob,function cancelPrintJob(jobId: string): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,requestPrintPreview,"function requestPrintPreview(jobInfo: PrintJob, callback: Callback<number>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,requestPrintPreview,function requestPrintPreview(jobInfo: PrintJob): Promise<number>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,addPrinters,"function addPrinters(printers: Array<PrinterInfo>, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,addPrinters,function addPrinters(printers: Array<PrinterInfo>): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,removePrinters,"function removePrinters(printerIds: Array<string>, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,removePrinters,function removePrinters(printerIds: Array<string>): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updatePrinters,"function updatePrinters(printers: Array<PrinterInfo>, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updatePrinters,function updatePrinters(printers: Array<PrinterInfo>): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updatePrinterState,"function updatePrinterState(printerId: string, state: PrinterState, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updatePrinterState,"function updatePrinterState(printerId: string, state: PrinterState): Promise<void>;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updatePrintJobState,"function updatePrintJobState(jobId: string, state: PrintJobState, subState: PrintJobSubState, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updatePrintJobState,"function updatePrintJobState(jobId: string, state: PrintJobState, subState: PrintJobSubState): Promise<void>;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updateExtensionInfo,"function updateExtensionInfo(info: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,updateExtensionInfo,function updateExtensionInfo(info: string): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,queryAllPrintJobs,function queryAllPrintJobs(callback: AsyncCallback<void>): void;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,queryAllPrintJobs,function queryAllPrintJobs(): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,10,,否,否
ohos.print,print,queryPrintJobList,function queryPrintJobList(callback: AsyncCallback<Array<PrintJob>>): void;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,11,,否,否
ohos.print,print,queryPrintJobList,function queryPrintJobList(): Promise<Array<PrintJob>>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,11,,否,否
ohos.print,print,queryPrintJobById,"function queryPrintJobById(jobId: string, callback: AsyncCallback<PrintJob>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,11,,否,否
ohos.print,print,queryPrintJobById,function queryPrintJobById(jobId: string): Promise<PrintJob>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,11,,否,否
ohos.print,print,startGettingPrintFile,"function startGettingPrintFile(jobId: string, printAttributes: PrintAttributes, fd: number,
                                 onFileStateChanged: Callback<PrintFileCreationState>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,11,,否,否
ohos.print,print,notifyPrintService,"function notifyPrintService(jobId: string, type: 'spooler_closed_for_cancelled' | 'spooler_closed_for_started', callback: AsyncCallback<void>): void;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,11,,否,否
ohos.print,print,notifyPrintService,"function notifyPrintService(jobId: string, type: 'spooler_closed_for_cancelled' | 'spooler_closed_for_started'): Promise<void>;",Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,11,,否,否
ohos.print,print,getAddedPrinters,function getAddedPrinters(): Promise<Array<string>>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,12,,否,否
ohos.print,print,getPrinterInfoById,function getPrinterInfoById(printerId: string): Promise<PrinterInfo>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,12,,否,否
ohos.print,print,notifyPrintServiceEvent,function notifyPrintServiceEvent(event: ApplicationEvent): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.MANAGE_PRINT_JOB,12,,否,否
ohos.print,print,addPrinterToDiscovery,function addPrinterToDiscovery(printerInformation: PrinterInformation): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,14,,否,否
ohos.print,print,updatePrinterInDiscovery,function updatePrinterInDiscovery(printerInformation: PrinterInformation): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,14,,否,否
ohos.print,print,removePrinterFromDiscovery,function removePrinterFromDiscovery(printerId: string): Promise<void>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,14,,否,否
ohos.print,print,getPrinterInformationById,function getPrinterInformationById(printerId: string): Promise<PrinterInformation>;,Method,SystemCapability.Print.PrintFramework,ohos.permission.PRINT,14,,否,否
ohos.privacyManager,privacyManager,addPermissionUsedRecord,"function addPermissionUsedRecord(
    tokenID: number,
    permissionName: Permissions,
    successCount: number,
    failCount: number,
    options?: AddPermissionUsedRecordOptions
  ): Promise<void>;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,12,,否,否
ohos.privacyManager,privacyManager,addPermissionUsedRecord,"function addPermissionUsedRecord(
    tokenID: number,
    permissionName: Permissions,
    successCount: number,
    failCount: number,
    callback: AsyncCallback<void>
  ): void;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,9,,否,否
ohos.privacyManager,privacyManager,getPermissionUsedRecord,function getPermissionUsedRecord(request: PermissionUsedRequest): Promise<PermissionUsedResponse>;,Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,9,,否,否
ohos.privacyManager,privacyManager,getPermissionUsedRecord,"function getPermissionUsedRecord(
    request: PermissionUsedRequest,
    callback: AsyncCallback<PermissionUsedResponse>
  ): void;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,9,,否,否
ohos.privacyManager,privacyManager,startUsingPermission,"function startUsingPermission(tokenID: number, permissionName: Permissions): Promise<void>;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,9,,否,否
ohos.privacyManager,privacyManager,startUsingPermission,"function startUsingPermission(tokenID: number, permissionName: Permissions, callback: AsyncCallback<void>): void;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,9,,否,否
ohos.privacyManager,privacyManager,stopUsingPermission,"function stopUsingPermission(tokenID: number, permissionName: Permissions): Promise<void>;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,9,,否,否
ohos.privacyManager,privacyManager,stopUsingPermission,"function stopUsingPermission(tokenID: number, permissionName: Permissions, callback: AsyncCallback<void>): void;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,9,,否,否
ohos.privacyManager,privacyManager,getPermissionUsedTypeInfos,"function getPermissionUsedTypeInfos(tokenId?: number, permissionName?: Permissions): Promise<Array<PermissionUsedTypeInfo>>;",Method,SystemCapability.Security.AccessToken,ohos.permission.PERMISSION_USED_STATS,12,,否,否
ohos.reminderAgent,reminderAgent,publishReminder,"function publishReminder(reminderReq: ReminderRequest, callback: AsyncCallback<number>): void;",Method,SystemCapability.Notification.ReminderAgent,ohos.permission.PUBLISH_AGENT_REMINDER,7,,否,否
ohos.reminderAgent,reminderAgent,publishReminder,function publishReminder(reminderReq: ReminderRequest): Promise<number>;,Method,SystemCapability.Notification.ReminderAgent,ohos.permission.PUBLISH_AGENT_REMINDER,7,,否,否
ohos.reminderAgentManager,reminderAgentManager,publishReminder,"function publishReminder(reminderReq: ReminderRequest, callback: AsyncCallback<number>): void;",Method,SystemCapability.Notification.ReminderAgent,ohos.permission.PUBLISH_AGENT_REMINDER,9,,否,否
ohos.reminderAgentManager,reminderAgentManager,publishReminder,function publishReminder(reminderReq: ReminderRequest): Promise<number>;,Method,SystemCapability.Notification.ReminderAgent,ohos.permission.PUBLISH_AGENT_REMINDER,9,,否,否
ohos.request,request,download,"function download(config: DownloadConfig, callback: AsyncCallback<DownloadTask>): void;",Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,6,,否,否
ohos.request,request,downloadFile,"function downloadFile(context: BaseContext, config: DownloadConfig, callback: AsyncCallback<DownloadTask>): void;",Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,10,,否,是
ohos.request,request,download,function download(config: DownloadConfig): Promise<DownloadTask>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,6,,否,否
ohos.request,request,downloadFile,"function downloadFile(context: BaseContext, config: DownloadConfig): Promise<DownloadTask>;",Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,10,,否,是
ohos.request,request,upload,"function upload(config: UploadConfig, callback: AsyncCallback<UploadTask>): void;",Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,6,,否,否
ohos.request,request,uploadFile,"function uploadFile(context: BaseContext, config: UploadConfig, callback: AsyncCallback<UploadTask>): void;",Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,10,,否,是
ohos.request,request,upload,function upload(config: UploadConfig): Promise<UploadTask>;,Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,6,,否,否
ohos.request,request,uploadFile,"function uploadFile(context: BaseContext, config: UploadConfig): Promise<UploadTask>;",Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,10,,否,是
ohos.request,DownloadTask,remove,remove(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,6,,否,否
ohos.request,DownloadTask,remove,remove(): Promise<boolean>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,6,,否,否
ohos.request,DownloadTask,pause,pause(callback: AsyncCallback<void>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,pause,pause(): Promise<void>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,resume,resume(callback: AsyncCallback<void>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,resume,resume(): Promise<void>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,query,query(callback: AsyncCallback<DownloadInfo>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,query,query(): Promise<DownloadInfo>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,queryMimeType,queryMimeType(callback: AsyncCallback<string>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,queryMimeType,queryMimeType(): Promise<string>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,7,,否,否
ohos.request,DownloadTask,delete,delete(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,delete,delete(): Promise<boolean>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,suspend,suspend(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,suspend,suspend(): Promise<boolean>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,restore,restore(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,restore,restore(): Promise<boolean>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,getTaskInfo,getTaskInfo(callback: AsyncCallback<DownloadInfo>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,getTaskInfo,getTaskInfo(): Promise<DownloadInfo>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,getTaskMimeType,getTaskMimeType(callback: AsyncCallback<string>): void;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,DownloadTask,getTaskMimeType,getTaskMimeType(): Promise<string>;,Method,SystemCapability.MiscServices.Download,ohos.permission.INTERNET,12,,否,是
ohos.request,UploadTask,remove,remove(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,6,,否,否
ohos.request,UploadTask,remove,remove(): Promise<boolean>;,Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,6,,否,否
ohos.request,UploadTask,delete,delete(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,12,,否,是
ohos.request,UploadTask,delete,delete(): Promise<boolean>;,Method,SystemCapability.MiscServices.Upload,ohos.permission.INTERNET,12,,否,是
ohos.request,Task,start,start(callback: AsyncCallback<void>): void;,Method,SystemCapability.Request.FileTransferAgent,ohos.permission.INTERNET,12,,否,是
ohos.request,Task,start,start(): Promise<void>;,Method,SystemCapability.Request.FileTransferAgent,ohos.permission.INTERNET,12,,否,是
ohos.request,Task,resume,resume(callback: AsyncCallback<void>): void;,Method,SystemCapability.Request.FileTransferAgent,ohos.permission.INTERNET,11,,否,否
ohos.request,Task,resume,resume(): Promise<void>;,Method,SystemCapability.Request.FileTransferAgent,ohos.permission.INTERNET,11,,否,否
ohos.request,agent,create,"function create(context: BaseContext, config: Config, callback: AsyncCallback<Task>): void;",Method,SystemCapability.Request.FileTransferAgent,ohos.permission.INTERNET,11,,否,是
ohos.request,agent,create,"function create(context: BaseContext, config: Config): Promise<Task>;",Method,SystemCapability.Request.FileTransferAgent,ohos.permission.INTERNET,11,,否,是
ohos.request,agent,query,"function query(id: string, callback: AsyncCallback<TaskInfo>): void;",Method,SystemCapability.Request.FileTransferAgent,ohos.permission.DOWNLOAD_SESSION_MANAGER or ohos.permission.UPLOAD_SESSION_MANAGER,10,,否,否
ohos.request,agent,query,function query(id: string): Promise<TaskInfo>;,Method,SystemCapability.Request.FileTransferAgent,ohos.permission.DOWNLOAD_SESSION_MANAGER or ohos.permission.UPLOAD_SESSION_MANAGER,10,,否,否
ohos.resourceschedule.backgroundTaskManager,backgroundTaskManager,startBackgroundRunning,"function startBackgroundRunning(context: Context, bgMode: BackgroundMode, wantAgent: WantAgent, callback: AsyncCallback<void>): void;",Method,SystemCapability.ResourceSchedule.BackgroundTaskManager.ContinuousTask,ohos.permission.KEEP_BACKGROUND_RUNNING,12,,否,否
ohos.resourceschedule.backgroundTaskManager,backgroundTaskManager,startBackgroundRunning,"function startBackgroundRunning(context: Context, bgMode: BackgroundMode, wantAgent: WantAgent): Promise<void>;",Method,SystemCapability.ResourceSchedule.BackgroundTaskManager.ContinuousTask,ohos.permission.KEEP_BACKGROUND_RUNNING,12,,否,否
ohos.resourceschedule.backgroundTaskManager,backgroundTaskManager,startBackgroundRunning,"function startBackgroundRunning(context: Context, bgModes: string[], wantAgent: WantAgent): Promise<ContinuousTaskNotification>;",Method,SystemCapability.ResourceSchedule.BackgroundTaskManager.ContinuousTask,ohos.permission.KEEP_BACKGROUND_RUNNING,12,,否,否
ohos.resourceschedule.backgroundTaskManager,backgroundTaskManager,updateBackgroundRunning,"function updateBackgroundRunning(context: Context, bgModes: string[]): Promise<ContinuousTaskNotification>;",Method,SystemCapability.ResourceSchedule.BackgroundTaskManager.ContinuousTask,ohos.permission.KEEP_BACKGROUND_RUNNING,12,,否,否
ohos.resourceschedule.deviceStandby,deviceStandby,getExemptedApps,"function getExemptedApps(resourceTypes: number, callback: AsyncCallback<Array<ExemptedAppInfo>>): void;",Method,SystemCapability.ResourceSchedule.DeviceStandby,ohos.permission.DEVICE_STANDBY_EXEMPTION,10,,否,否
ohos.resourceschedule.deviceStandby,deviceStandby,getExemptedApps,function getExemptedApps(resourceTypes: number): Promise<Array<ExemptedAppInfo>>;,Method,SystemCapability.ResourceSchedule.DeviceStandby,ohos.permission.DEVICE_STANDBY_EXEMPTION,10,,否,否
ohos.resourceschedule.deviceStandby,deviceStandby,requestExemptionResource,function requestExemptionResource(request: ResourceRequest): void;,Method,SystemCapability.ResourceSchedule.DeviceStandby,ohos.permission.DEVICE_STANDBY_EXEMPTION,10,,否,否
ohos.resourceschedule.deviceStandby,deviceStandby,releaseExemptionResource,function releaseExemptionResource(request: ResourceRequest): void;,Method,SystemCapability.ResourceSchedule.DeviceStandby,ohos.permission.DEVICE_STANDBY_EXEMPTION,10,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,isIdleState,"function isIdleState(bundleName: string, callback: AsyncCallback<boolean>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,isIdleState,function isIdleState(bundleName: string): Promise<boolean>;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,isIdleStateSync,function isIdleStateSync(bundleName: string): boolean;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,10,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryAppGroup,function queryAppGroup(callback: AsyncCallback<number>): void;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryAppGroup,function queryAppGroup(): Promise<number>;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryAppGroupSync,function queryAppGroupSync(): number;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,10,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryAppGroup,"function queryAppGroup(bundleName: string, callback: AsyncCallback<number>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryAppGroup,function queryAppGroup(bundleName: string): Promise<number>;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryAppGroupSync,function queryAppGroupSync(bundleName: string): number;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,10,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryBundleStatsInfos,"function queryBundleStatsInfos(begin: number, end: number, callback: AsyncCallback<BundleStatsMap>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryBundleStatsInfos,"function queryBundleStatsInfos(begin: number, end: number): Promise<BundleStatsMap>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryAppStatsInfos,"function queryAppStatsInfos(begin: number, end: number): Promise<AppStatsMap>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,15,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryLastUseTime,"function queryLastUseTime(appInfo: Record<string, Array<number>>): Promise<AppStatsMap>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,15,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryBundleStatsInfoByInterval,"function queryBundleStatsInfoByInterval(
    byInterval: IntervalType,
    begin: number,
    end: number,
    callback: AsyncCallback<Array<BundleStatsInfo>>
  ): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
